B2D1 Dis,B2D1 Force,B1D2 Dis,B1D2 Force,B1D3 Dis,B1D3 Force
,,1.35028,116.9403,1.34974,131.0271
,,1.35048,116.7223,1.34994,131.2192
,,1.35068,116.8408,1.35014,131.5154
,,1.35089,117.6651,1.35034,131.887
,,1.35111,118.3595,1.35054,131.9839
,,1.35132,118.7183,1.35074,131.3972
,,1.35153,118.8345,1.35096,130.5967
,,1.35173,118.9479,1.35117,130.3143
,,1.35192,118.8983,1.35138,130.5367
,,1.35211,118.7928,1.35159,130.8838
,,1.35229,118.416,1.35179,131.4443
,,1.35248,118.2436,1.35198,131.9423
,,1.35266,117.911,1.35216,131.9959
,,1.35285,117.6076,1.35235,131.6926
,,1.35305,117.7,1.35253,131.882
,,1.35324,118.3669,1.35272,132.2548
,,1.35343,119.4316,1.35291,131.9807
,,1.35364,120.3035,1.35311,131.2091
,,1.35386,120.4716,1.35331,130.9797
,,1.35408,119.9734,1.35351,131.4226
,,1.3543,119.2555,1.35373,131.9991
,,1.35451,118.9853,1.35395,132.4024
,,1.35471,118.607,1.35417,132.8043
,,1.3549,118.4892,1.35438,132.9673
,,1.35508,118.4931,1.35459,132.8679
,,1.35525,118.8871,1.35479,132.5421
,,1.35543,119.484,1.35498,132.5397
,,1.35561,120.2122,1.35516,132.7304
,,1.35581,120.7138,1.35535,132.7638
,,1.35601,120.8821,1.35553,132.7025
,,1.35622,120.5652,1.35571,132.7795
,,1.35644,120.3815,1.35591,132.833
,,1.35666,120.1505,1.35611,132.8408
,,1.35689,119.9308,1.35632,133.218
,,1.35711,119.2503,1.35654,134.0384
,,1.35733,118.8745,1.35676,134.5651
,,1.35753,119.2614,1.35698,134.2995
,,1.35772,120.2004,1.3572,133.4667
,,1.3579,121.0625,1.3574,132.7734
,,1.35808,121.5228,1.3576,132.706
,,1.35825,121.7342,1.35779,133.2276
,,1.35842,121.7511,1.35797,133.6609
,,1.3586,121.1655,1.35815,133.9855
,,1.35879,120.709,1.35832,134.2539
,,1.35899,120.2646,1.3585,134.5716
,,1.3592,120.1576,1.35869,134.7959
,,1.35942,120.21,1.35888,135.2608
,,1.35965,120.6795,1.35909,135.653
,,1.35987,121.4772,1.3593,135.4049
,,1.36008,122.1284,1.35952,134.4001
,,1.36028,121.978,1.35975,133.3501
,,1.36048,121.401,1.35996,133.2699
,,1.36068,121.1111,1.36018,133.9153
,,1.36087,121.4708,1.36038,134.6409
,,1.36106,121.5906,1.36058,135.2985
,,1.36124,121.397,1.36078,136.0099
,,1.36143,121.2331,1.36097,136.4089
,,1.36163,121.4177,1.36116,136.0348
,,1.36183,121.7661,1.36134,135.5836
,,1.36204,122.2108,1.36153,135.4338
,,1.36225,122.5481,1.36172,135.3454
,,1.36246,122.7551,1.36192,135.149
,,1.36267,122.5192,1.36212,135.0339
,,1.36288,121.8739,1.36233,135.4516
,,1.36308,121.3516,1.36255,136.0743
,,1.36328,121.5323,1.36276,136.4626
,,1.36347,121.8448,1.36296,136.5318
,,1.36365,121.7756,1.36316,136.5681
,,1.36384,121.585,1.36335,136.5371
,,1.36403,121.9319,1.36354,136.2953
,,1.36423,122.518,1.36373,135.927
,,1.36444,123.1346,1.36392,135.9061
,,1.36465,123.692,1.36411,136.3807
,,1.36486,123.6156,1.36432,136.6261
,,1.36507,122.8434,1.36453,136.4557
,,1.36527,122.0372,1.36474,136.7707
,,1.36547,121.8244,1.36495,137.5302
,,1.36566,121.8732,1.36516,137.921
,,1.36586,122.0716,1.36536,137.6575
,,1.36605,122.7235,1.36557,137.1095
,,1.36625,123.373,1.36576,136.8004
,,1.36644,123.6642,1.36596,136.7476
,,1.36664,123.7521,1.36615,136.8275
,,1.36684,123.9261,1.36635,137.1924
,,1.36705,124.1245,1.36654,137.8367
,,1.36727,123.7304,1.36673,138.2368
,,1.36749,123.2819,1.36693,137.9747
,,1.36772,122.8733,1.36714,137.7389
,,1.36794,122.6438,1.36736,138.1605
,,1.36815,122.5214,1.36759,138.5989
,,1.36834,123.138,1.36781,138.4262
,,1.36852,124.2163,1.36803,137.9096
,,1.36869,124.8797,1.36823,137.6162
,,1.36886,124.6622,1.36841,137.5622
,,1.36903,124.2313,1.36858,137.4951
,,1.36922,123.9664,1.36876,137.9307
,,1.3694,124.1325,1.36893,138.9568
,,1.3696,124.3547,1.36911,139.6054
,,1.36981,124.3487,1.3693,139.1129
,,1.37002,124.0835,1.36949,138.5796
,,1.37024,124.0692,1.36969,138.8795
,,1.37047,124.3024,1.3699,139.2693
,,1.37069,124.6163,1.37011,138.9325
,,1.37091,124.8186,1.37034,138.4605
,,1.37111,125.3461,1.37056,138.4291
,,1.3713,125.5164,1.37079,138.5053
,,1.37149,125.0019,1.371,138.3926
,,1.37166,124.1739,1.37121,138.7008
,,1.37184,124.1538,1.3714,139.6453
,,1.37201,124.655,1.37158,140.3754
,,1.37219,125.2005,1.37174,140.3101
,,1.37239,125.628,1.37191,139.9004
,,1.3726,126.0878,1.37209,139.5674
,,1.37282,126.0683,1.37227,139.1681
,,1.37305,125.7364,1.37247,138.8826
,,1.37328,125.4426,1.37269,139.4785
,,1.3735,125.5062,1.37292,139.9352
,,1.37372,125.616,1.37315,140.0106
,,1.37392,125.5084,1.37338,140.063
,,1.37411,125.4795,1.37359,140.5467
,,1.37429,125.5684,1.3738,140.9316
,,1.37447,125.6866,1.37399,140.8924
,,1.37465,125.8754,1.37418,140.6604
,,1.37482,126.0408,1.37436,140.1161
,,1.375,126.5544,1.37454,139.5995
,,1.37518,126.5461,1.37472,139.5078
,,1.37537,126.5947,1.3749,140.0612
,,1.37557,126.5619,1.37508,140.6581
,,1.37579,126.6783,1.37526,141.0058
,,1.376,126.5683,1.37546,141.5051
,,1.37622,126.3377,1.37567,141.7015
,,1.37644,126.0763,1.37589,141.3533
,,1.37666,126.1167,1.37611,141.0208
,,1.37687,126.4151,1.37633,141.2558
,,1.37707,127.3574,1.37655,141.1711
,,1.37728,127.9592,1.37677,140.5626
,,1.37748,127.8849,1.37698,140.3345
,,1.37767,127.2884,1.37718,141.0281
,,1.37787,126.9339,1.37738,141.547
,,1.37807,126.769,1.37757,141.7323
,,1.37826,126.6878,1.37776,142.1304
,,1.37846,126.9969,1.37796,142.6424
,,1.37866,127.4239,1.37815,142.234
,,1.37885,127.5413,1.37835,141.385
,,1.37905,127.6415,1.37855,141.1798
,,1.37925,127.8351,1.37875,141.2924
,,1.37944,128.1405,1.37895,141.1075
,,1.37963,128.3584,1.37915,141.098
,,1.37983,128.3951,1.37934,141.6447
,,1.38002,128.1262,1.37953,142.2669
,,1.38022,127.466,1.37973,142.4335
,,1.38043,127.2791,1.37992,142.4525
,,1.38064,127.7556,1.38011,142.5842
,,1.38085,128.3182,1.38031,142.6159
,,1.38107,128.8012,1.38052,142.2664
,,1.38128,129.1001,1.38073,141.6851
,,1.38148,129.2112,1.38094,141.2891
,,1.38168,128.6432,1.38115,141.6036
,,1.38187,128.1862,1.38136,142.3323
,,1.38206,128.4373,1.38156,142.9934
,,1.38225,128.8427,1.38176,142.8668
,,1.38244,128.6538,1.38195,142.7944
,,1.38263,128.0539,1.38214,143.0562
,,1.38283,128.0834,1.38233,143.139
,,1.38302,128.6303,1.38252,142.9231
,,1.38323,129.3484,1.38272,142.8422
,,1.38345,130.0826,1.38292,143.0242
,,1.38367,130.6294,1.38313,142.9474
,,1.3839,130.5398,1.38334,142.6285
,,1.38413,129.7883,1.38356,142.7428
,,1.38435,128.7687,1.38379,143.4814
,,1.38455,128.2955,1.38402,144.2782
,,1.38473,128.4104,1.38424,144.2903
,,1.3849,128.9565,1.38445,144.1561
,,1.38507,129.5172,1.38464,144.1721
,,1.38524,130.0877,1.38482,143.8199
,,1.38541,130.5855,1.38499,143.0387
,,1.38559,130.6856,1.38515,143.0472
,,1.38577,130.4454,1.38532,143.6848
,,1.38597,130.2284,1.38549,143.936
,,1.38618,130.1045,1.38567,143.6867
,,1.38641,130.2061,1.38587,144.0385
,,1.38664,130.0074,1.38607,144.795
,,1.38687,129.9799,1.38628,145.3223
,,1.3871,129.9337,1.3865,145.4832
,,1.38732,130.1432,1.38673,145.2945
,,1.38753,130.3952,1.38696,144.6824
,,1.38772,130.6091,1.38719,143.8321
,,1.38791,130.9445,1.38741,143.5355
,,1.38808,131.4609,1.38761,143.9464
,,1.38825,131.5936,1.3878,144.5154
,,1.38842,131.3389,1.38798,144.9968
,,1.3886,130.8235,1.38815,145.4746
,,1.38879,130.65,1.38832,145.7912
,,1.389,130.5041,1.3885,145.8944
,,1.38921,130.6003,1.38868,145.9095
,,1.38944,130.9787,1.38888,145.8599
,,1.38967,131.5738,1.38908,145.5309
,,1.3899,132.1545,1.38931,144.9393
,,1.39012,132.3437,1.38954,144.6149
,,1.39033,132.0498,1.38977,144.8858
,,1.39053,131.5673,1.39,145.6874
,,1.39072,131.1212,1.39021,146.2608
,,1.3909,131.3044,1.39041,146.5081
,,1.39107,131.4375,1.3906,146.5335
,,1.39125,131.4727,1.39078,146.384
,,1.39142,131.4643,1.39096,146.2818
,,1.3916,131.8666,1.39113,146.2056
,,1.39179,132.4363,1.39131,146.2378
,,1.392,132.9189,1.39149,146.3043
,,1.39221,133.1747,1.39168,146.2914
,,1.39242,133.2963,1.39188,146.1616
,,1.39264,132.8804,1.39209,146.2248
,,1.39286,132.246,1.39231,146.852
,,1.39308,131.3872,1.39253,147.578
,,1.39329,131.1381,1.39275,147.6995
,,1.39349,131.6549,1.39297,147.3716
,,1.39369,132.5155,1.39318,147.2131
,,1.39389,133.0866,1.39338,146.9052
,,1.39409,133.4953,1.39358,146.3184
,,1.3943,133.9061,1.39378,146.4115
,,1.3945,134.0348,1.39397,147.3968
,,1.39471,133.4743,1.39417,148.127
,,1.39491,133.0777,1.39437,147.9403
,,1.39511,132.7526,1.39457,147.6544
,,1.39531,132.5973,1.39477,147.965
,,1.3955,132.5806,1.39497,148.3383
,,1.39568,132.9506,1.39517,148.3485
,,1.39587,133.6763,1.39537,147.9131
,,1.39605,133.9606,1.39556,147.636
,,1.39624,133.9574,1.39575,147.559
,,1.39643,134.0381,1.39594,147.3496
,,1.39662,134.3099,1.39614,147.679
,,1.39682,134.3863,1.39633,148.3681
,,1.39703,133.9112,1.39653,148.9741
,,1.39724,133.4211,1.39673,149.2237
,,1.39746,133.2339,1.39693,149.1256
,,1.39768,133.4149,1.39715,148.9131
,,1.39789,133.8157,1.39736,148.8132
,,1.3981,134.1476,1.39758,148.9439
,,1.3983,134.4891,1.3978,148.8298
,,1.39849,134.9189,1.398,148.3871
,,1.39867,135.1688,1.3982,148.2364
,,1.39885,135.0819,1.39838,148.3583
,,1.39904,134.9085,1.39856,148.7509
,,1.39922,134.7856,1.39874,149.4337
,,1.39942,134.597,1.39893,150.3754
,,1.39962,134.3588,1.39911,150.8112
,,1.39984,134.5417,1.3993,150.2048
,,1.40006,134.8133,1.3995,149.238
,,1.40029,135.0831,1.39971,148.9704
,,1.40053,135.0628,1.39993,149.2105
,,1.40075,135.2208,1.40016,149.4597
,,1.40096,135.3455,1.40039,149.4538
,,1.40115,135.6563,1.40062,149.564
,,1.40132,135.866,1.40084,149.7227
,,1.40149,135.5767,1.40104,150.0106
,,1.40165,134.9271,1.40123,150.379
,,1.40181,134.562,1.4014,150.71
,,1.40198,134.7505,1.40157,150.889
,,1.40216,135.6085,1.40173,150.5524
,,1.40235,136.3141,1.4019,149.7686
,,1.40256,136.7382,1.40207,149.3596
,,1.40277,136.6515,1.40226,149.5837
,,1.403,136.5215,1.40245,150.3147
,,1.40323,136.34,1.40266,150.8421
,,1.40346,136.0952,1.40288,151.2163
,,1.40369,135.8906,1.40311,151.261
,,1.4039,135.5989,1.40334,151.0291
,,1.40411,135.3408,1.40357,150.7616
,,1.40431,135.6478,1.40379,150.668
,,1.40449,136.2704,1.40401,150.5701
,,1.40467,137.0992,1.4042,150.2781
,,1.40484,137.2793,1.40439,150.1368
,,1.40502,137.3937,1.40457,150.6378
,,1.4052,137.3219,1.40474,151.1666
,,1.4054,137.0745,1.40491,151.5222
,,1.40561,136.5093,1.40509,151.8084
,,1.40583,136.1834,1.40528,152.1997
,,1.40605,136.3944,1.40548,152.274
,,1.40627,136.9152,1.40569,151.8886
,,1.40648,137.2217,1.40592,151.2325
,,1.40669,137.652,1.40614,150.8371
,,1.40689,137.7726,1.40636,150.8189
,,1.40708,137.5996,1.40658,151.2458
,,1.40727,137.0652,1.40678,151.7276
,,1.40746,136.9147,1.40698,152.0863
,,1.40765,137.3803,1.40717,152.1988
,,1.40783,137.8039,1.40736,152.1025
,,1.40802,137.7735,1.40755,152.1325
,,1.40822,137.2339,1.40773,152.5414
,,1.40842,136.904,1.40792,152.7703
,,1.40862,137.0289,1.40811,152.4009
,,1.40882,137.4421,1.4083,151.7599
,,1.40903,138.3654,1.4085,151.7486
,,1.40923,138.8384,1.40871,152.2247
,,1.40944,138.9433,1.40891,152.6529
,,1.40964,138.4562,1.40911,152.8066
,,1.40985,137.9191,1.40932,153.2626
,,1.41005,137.6814,1.40952,153.4747
,,1.41026,137.4494,1.40973,153.2449
,,1.41047,137.4137,1.40995,153.1435
,,1.41068,137.7311,1.41015,153.3211
,,1.41089,138.5042,1.41036,153.1872
,,1.4111,139.3505,1.41057,152.6562
,,1.41131,139.4734,1.41078,152.1786
,,1.41151,139.3085,1.41099,152.2275
,,1.41171,138.8175,1.41119,152.7522
,,1.41189,138.459,1.41139,153.5749
,,1.41207,138.3388,1.41158,153.951
,,1.41225,138.2695,1.41177,154.049
,,1.41243,138.3194,1.41196,154.0792
,,1.41262,138.4323,1.41214,153.8501
,,1.41281,138.7788,1.41232,153.35
,,1.41301,139.2409,1.41251,153.2546
,,1.41322,139.6942,1.4127,153.4037
,,1.41343,140.3264,1.4129,153.4392
,,1.41365,140.5059,1.4131,153.2372
,,1.41387,140.3127,1.4133,153.4773
,,1.41409,139.7925,1.41352,154.0953
,,1.41431,139.1405,1.41374,154.9155
,,1.41451,138.6249,1.41397,155.3461
,,1.4147,138.2233,1.41419,155.1294
,,1.41489,138.6349,1.41441,154.5808
,,1.41506,139.5424,1.41461,153.8595
,,1.41523,140.4539,1.41479,153.1993
,,1.41541,140.9851,1.41497,152.9988
,,1.41559,140.983,1.41515,153.6457
,,1.41578,140.9042,1.41532,154.6969
,,1.41599,140.6312,1.4155,155.3144
,,1.4162,140.2057,1.41569,155.4932
,,1.41643,139.9613,1.41588,155.5763
,,1.41666,139.7907,1.41609,155.7376
,,1.4169,140.007,1.41631,155.7385
,,1.41713,140.0236,1.41654,155.4371
,,1.41735,140.2489,1.41678,154.9681
,,1.41755,140.6521,1.41701,154.7279
,,1.41774,141.3237,1.41723,154.5187
,,1.41791,141.7332,1.41744,154.4983
,,1.41807,141.4871,1.41763,154.9274
,,1.41823,140.8746,1.41781,155.7164
,,1.4184,140.6556,1.41798,156.2604
,,1.41858,140.6353,1.41814,156.1891
,,1.41877,140.8687,1.41831,155.7441
,,1.41897,141.0373,1.41848,155.5787
,,1.41918,141.3955,1.41867,155.8026
,,1.41941,141.4351,1.41886,155.8534
,,1.41963,141.2493,1.41906,155.9455
,,1.41986,141.3515,1.41928,156.0783
,,1.42008,141.8152,1.41951,156.1306
,,1.4203,142.2998,1.41974,156.0241
,,1.42051,142.4274,1.41997,156.1918
,,1.42072,141.9951,1.42019,156.743
,,1.42091,141.3382,1.42041,157.0624
,,1.42109,140.7597,1.42061,156.7336
,,1.42127,141.0533,1.42081,156.1617
,,1.42144,141.7299,1.42099,155.8729
,,1.42163,142.6574,1.42117,156.0898
,,1.42182,143.0458,1.42135,156.4118
,,1.42203,143.1379,1.42153,156.6978
,,1.42224,142.9123,1.42172,156.6675
,,1.42246,142.4918,1.42192,156.6066
,,1.42268,142.2213,1.42212,156.8324
,,1.42289,142.323,1.42234,157.0446
,,1.4231,142.1231,1.42256,157.1216
,,1.4233,141.8217,1.42277,157.1165
,,1.42349,141.819,1.42298,156.9016
,,1.42368,142.5681,1.42318,156.5667
,,1.42387,143.5064,1.42338,156.272
,,1.42406,143.9423,1.42357,156.4603
,,1.42425,143.8251,1.42376,156.9408
,,1.42445,143.6029,1.42395,157.5454
,,1.42465,143.2709,1.42415,157.9347
,,1.42486,142.7778,1.42434,157.8677
,,1.42506,142.4028,1.42454,157.4925
,,1.42526,142.662,1.42475,157.4248
,,1.42546,142.9819,1.42495,157.5993
,,1.42565,143.2197,1.42515,157.5236
,,1.42585,143.5798,1.42535,157.2082
,,1.42604,144.1816,1.42554,157.1236
,,1.42624,144.5655,1.42574,157.0276
,,1.42644,144.3419,1.42594,157.0864
,,1.42664,143.8099,1.42614,157.6777
,,1.42685,143.7693,1.42634,158.6947
,,1.42706,143.8303,1.42654,159.2435
,,1.42728,143.5602,1.42674,159.177
,,1.42751,143.1485,1.42695,158.9123
,,1.42773,143.1947,1.42716,158.5064
,,1.42794,143.5328,1.42738,157.785
,,1.42814,143.8935,1.42761,157.4915
,,1.42832,144.2343,1.42782,157.7481
,,1.42849,144.3733,1.42803,158.4436
,,1.42866,144.4056,1.42822,158.7722
,,1.42884,144.4708,1.4284,158.8224
,,1.42901,144.3729,1.42857,158.8432
,,1.4292,143.9966,1.42874,159.1474
,,1.42939,143.6971,1.42891,159.5407
,,1.42959,143.5058,1.42909,159.4745
,,1.42981,143.6355,1.42928,158.828
,,1.43003,144.1329,1.42947,158.4764
,,1.43025,144.5325,1.42968,158.5628
,,1.43048,144.5538,1.42989,159.0787
,,1.43071,144.2964,1.43011,159.6819
,,1.43092,144.3369,1.43034,160.0401
,,1.43112,144.5078,1.43056,160.1328
,,1.43131,144.4651,1.43079,159.8651
,,1.43149,144.2405,1.431,159.7588
,,1.43166,143.9722,1.4312,159.739
,,1.43183,143.9211,1.43138,159.5961
,,1.432,143.8961,1.43156,159.5342
,,1.43218,144.3567,1.43173,159.5077
,,1.43237,144.9814,1.4319,159.6907
,,1.43258,145.5167,1.43208,159.7615
,,1.4328,145.7716,1.43226,160.3115
,,1.43304,145.7333,1.43246,160.9236
,,1.43327,145.3249,1.43268,161.1688
,,1.43351,144.5963,1.43291,160.9482
,,1.43373,143.7401,1.43314,160.5376
,,1.43393,143.7061,1.43338,160.2455
,,1.43412,144.3767,1.4336,160.366
,,1.4343,145.3276,1.43382,160.5106
,,1.43447,145.8504,1.43402,160.4894
,,1.43464,146.0274,1.43421,160.3097
,,1.43481,145.8986,1.43438,160.4593
,,1.43498,145.7775,1.43455,160.9279
,,1.43517,145.7126,1.43472,161.4954
,,1.43536,145.5064,1.43489,162.1164
,,1.43557,145.1779,1.43507,162.4251
,,1.43578,145.0108,1.43526,162.0557
,,1.436,144.8904,1.43545,161.2603
,,1.43621,145.1098,1.43566,160.6464
,,1.43643,145.7279,1.43587,160.5675
,,1.43665,146.647,1.43609,160.8064
,,1.43686,146.9216,1.43631,161.628
,,1.43707,146.6286,1.43653,162.5169
,,1.43728,146.0121,1.43675,162.8658
,,1.43748,145.7662,1.43697,162.5606
,,1.43768,145.8032,1.43718,162.1309
,,1.43787,145.8758,1.43738,162.0392
,,1.43806,145.7493,1.43758,162.1336
,,1.43826,145.9247,1.43777,162.2536
,,1.43846,146.1592,1.43796,162.3083
,,1.43866,146.4038,1.43815,162.3132
,,1.43886,146.9258,1.43834,162.2808
,,1.43906,147.852,1.43854,162.3633
,,1.43926,147.816,1.43874,162.6905
,,1.43945,147.0279,1.43894,163.1386
,,1.43965,146.2293,1.43914,163.568
,,1.43985,146.1989,1.43933,163.7796
,,1.44004,146.2154,1.43953,163.5826
,,1.44024,146.2839,1.43973,163.0068
,,1.44044,146.5344,1.43992,162.4498
,,1.44064,147.0216,1.44013,162.3567
,,1.44085,147.2706,1.44033,162.8263
,,1.44106,147.447,1.44053,163.0963
,,1.44126,147.4706,1.44074,163.1002
,,1.44146,147.5554,1.44095,163.2274
,,1.44166,147.5205,1.44116,163.8321
,,1.44185,147.5614,1.44136,164.443
,,1.44205,147.2982,1.44156,164.5285
,,1.44224,146.6925,1.44175,164.2163
,,1.44243,146.5029,1.44194,163.6904
,,1.44263,146.9946,1.44213,163.0419
,,1.44282,147.6628,1.44232,162.5813
,,1.44303,148.3501,1.44251,162.6745
,,1.44324,148.9126,1.44271,163.3307
,,1.44346,149.0465,1.44291,163.9506
,,1.44369,148.4529,1.44312,164.5709
,,1.44392,148.0137,1.44334,165.2014
,,1.44414,147.7927,1.44356,165.5385
,,1.44436,147.5261,1.4438,165.2726
,,1.44455,147.1939,1.44403,164.4011
,,1.44473,147.1679,1.44425,163.5217
,,1.4449,147.6345,1.44445,163.0917
,,1.44506,148.242,1.44464,163.3781
,,1.44523,148.7035,1.44481,163.9572
,,1.4454,149.1445,1.44498,164.756
,,1.44558,149.2243,1.44514,165.2863
,,1.44577,148.9473,1.4453,165.4577
,,1.44597,148.5702,1.44548,165.3887
,,1.44618,148.1047,1.44566,165.3281
,,1.4464,148.0765,1.44584,165.3792
,,1.44663,148.2711,1.44604,165.517
,,1.44687,148.6442,1.44626,165.4323
,,1.44711,148.7561,1.44649,165.0675
,,1.44733,148.7462,1.44672,164.7137
,,1.44754,149.049,1.44696,164.6188
,,1.44773,149.4441,1.4472,164.8492
,,1.44791,149.7045,1.44742,165.4034
,,1.44808,149.4661,1.44762,165.97
,,1.44825,148.9806,1.44781,166.3898
,,1.44842,148.7848,1.44799,166.3143
,,1.4486,148.7938,1.44816,165.5977
,,1.44879,149.0854,1.44834,164.8103
,,1.44899,149.3747,1.44851,164.4829
,,1.4492,149.808,1.44869,164.6805
,,1.44943,150.0607,1.44889,164.9855
,,1.44966,149.9919,1.44909,164.8881
,,1.44989,149.9037,1.44931,164.4959
,,1.45012,149.863,1.44953,164.2062
,,1.45034,149.8315,1.44976,164.349
,,1.45054,149.7516,1.44999,164.5387
,,1.45073,149.4873,1.4502,164.7094
,,1.45091,149.365,1.45041,164.6338
,,1.45109,149.1888,1.45061,164.3188
,,1.45126,149.7195,1.4508,163.4294
,,1.45143,150.6983,1.45098,162.8619
,,1.45161,151.4337,1.45115,163.0728
,,1.45181,151.3733,1.45133,164.0365
,,1.45201,150.8168,1.45151,164.882
,,1.45222,150.3503,1.45169,165.0949
,,1.45243,150.2346,1.45189,164.6655
,,1.45264,150.3549,1.4521,164.3458
,,1.45285,150.6236,1.45232,164.1015
,,1.45306,150.3205,1.45253,164.0584
,,1.45327,150.1368,1.45275,163.816
,,1.45348,150.3017,1.45296,163.8097
,,1.45368,150.9069,1.45317,163.8478
,,1.45389,151.4627,1.45338,163.922
,,1.45409,151.9001,1.45358,164.4623
,,1.45429,152.1645,1.45378,165.0982
,,1.45449,152.0802,1.45398,165.4492
,,1.45469,151.501,1.45418,165.3399
,,1.45489,151.0178,1.45438,165.1006
,,1.45509,150.5669,1.45458,164.8193
,,1.45529,150.5914,1.45478,164.5871
,,1.45548,150.8754,1.45498,164.4233
,,1.45567,151.6092,1.45518,164.0014
,,1.45586,152.174,1.45537,163.9611
,,1.45605,152.383,1.45556,164.3587
,,1.45624,152.4362,1.45575,164.8275
,,1.45644,152.5803,1.45595,165.1959
,,1.45665,152.449,1.45614,165.6815
,,1.45685,152.1578,1.45634,166.0354
,,1.45707,151.844,1.45654,165.9179
,,1.45728,151.6005,1.45674,165.1156
,,1.4575,151.4185,1.45695,164.3539
,,1.45771,151.6328,1.45716,164.1572
,,1.45791,152.5189,1.45737,164.6096
,,1.45811,153.2297,1.45758,165.1119
,,1.45829,153.3216,1.45779,165.264
,,1.45847,153.0046,1.45799,165.4653
,,1.45865,152.6801,1.45818,165.9574
,,1.45883,152.8364,1.45837,166.2098
,,1.45902,152.9198,1.45855,165.872
,,1.4592,153.009,1.45873,165.4154
,,1.4594,152.7927,1.45892,165.4546
,,1.4596,152.7237,1.4591,165.3579
,,1.45982,152.7432,1.4593,165.0886
,,1.46005,152.8965,1.45949,165.2761
,,1.46029,153.4597,1.4597,166.0465
,,1.46053,153.8544,1.45993,166.538
,,1.46076,153.6564,1.46016,166.4279
,,1.46097,153.3376,1.4604,166.4972
,,1.46116,153.2312,1.46063,166.6707
,,1.46133,153.4448,1.46084,166.2752
,,1.46149,153.3243,1.46104,165.5954
,,1.46165,153.1068,1.46122,165.3261
,,1.46181,153.3649,1.46139,165.6856
,,1.46198,153.7183,1.46155,166.128
,,1.46216,154.2292,1.46172,166.426
,,1.46235,154.4233,1.46189,166.7489
,,1.46255,154.4591,1.46207,166.8222
,,1.46277,154.5711,1.46225,166.782
,,1.463,154.4942,1.46245,166.8731
,,1.46323,154.0827,1.46266,167.1228
,,1.46347,153.5068,1.46288,167.2633
,,1.46369,153.489,1.46311,167.0076
,,1.46391,153.7583,1.46335,166.5391
,,1.46411,153.7718,1.46358,166.0251
,,1.4643,154.0678,1.4638,166.0666
,,1.46449,154.7827,1.46401,166.7583
,,1.46466,155.3899,1.46421,167.3867
,,1.46484,155.303,1.4644,167.6402
,,1.46502,155.1532,1.46458,167.7166
,,1.46521,155.0793,1.46475,167.8016
,,1.46541,154.882,1.46493,167.7165
,,1.46561,154.4719,1.46511,167.7017
,,1.46583,154.3312,1.4653,167.5298
,,1.46604,154.3539,1.4655,167.151
,,1.46626,154.7292,1.46571,166.8344
,,1.46648,155.1688,1.46592,167.0083
,,1.46669,155.7025,1.46614,167.5761
,,1.46689,155.8002,1.46636,168.3014
,,1.46709,155.8317,1.46657,168.4684
,,1.46728,155.5606,1.46678,168.1759
,,1.46746,155.0152,1.46698,167.9891
,,1.46764,154.6212,1.46717,168.0616
,,1.46782,154.7176,1.46736,168.107
,,1.46801,155.1056,1.46754,168.4221
,,1.4682,155.549,1.46772,168.5275
,,1.46841,155.7663,1.46791,168.1796
,,1.46861,156.0758,1.4681,167.6308
,,1.46882,156.2855,1.4683,167.9426
,,1.46903,156.3794,1.4685,168.8316
,,1.46923,156.1406,1.46871,169.5794
,,1.46944,155.7854,1.46891,169.7289
,,1.46964,155.4331,1.46912,169.5164
,,1.46985,155.336,1.46932,169.2573
,,1.47006,155.4501,1.46953,168.5923
,,1.47026,155.8299,1.46973,167.9394
,,1.47047,156.2583,1.46994,167.8917
,,1.47068,156.7118,1.47015,168.5845
,,1.47089,156.7747,1.47035,169.0168
,,1.4711,156.6626,1.47056,168.6396
,,1.4713,156.4122,1.47077,168.305
,,1.4715,156.327,1.47099,168.5261
,,1.4717,156.2437,1.4712,169.0931
,,1.47188,156.2105,1.4714,168.8875
,,1.47207,156.1065,1.4716,168.2658
,,1.47225,156.2591,1.47179,167.5603
,,1.47243,156.412,1.47198,167.2528
,,1.47262,156.5783,1.47216,167.1167
,,1.47282,156.8031,1.47234,167.3955
,,1.47301,157.444,1.47253,168.2745
,,1.47322,157.8493,1.47271,169.2155
,,1.47343,157.947,1.4729,169.1979
,,1.47365,157.6665,1.4731,168.5104
,,1.47387,157.2889,1.47331,168.1845
,,1.47409,156.7675,1.47352,168.4468
,,1.4743,156.3419,1.47375,168.4822
,,1.4745,156.2742,1.47397,168.029
,,1.47469,156.715,1.47419,167.8547
,,1.47488,157.3704,1.4744,168.305
,,1.47505,157.8808,1.4746,168.6905
,,1.47523,158.0004,1.47478,168.6663
,,1.47541,158.2208,1.47496,168.9938
,,1.4756,158.4775,1.47514,169.7009
,,1.47579,158.6167,1.47532,169.5706
,,1.47599,158.2648,1.4755,169.0134
,,1.4762,157.6117,1.47568,168.8022
,,1.47643,157.0093,1.47588,169.253
,,1.47666,157.0194,1.47608,169.4165
,,1.4769,157.6347,1.4763,169.3012
,,1.47714,158.6093,1.47653,169.3947
,,1.47736,159.2284,1.47677,169.8831
,,1.47757,159.1045,1.47701,170.0696
,,1.47775,158.531,1.47724,169.6252
,,1.47792,158.3824,1.47745,169.2897
,,1.47809,158.503,1.47765,169.7073
